timestamp,posX,posY,posZ,pitch,yaw,roll,gazeX,gazeY,gazeZ
2024-11-14T15:52:07.642328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:08.162042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:08.680691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:09.201810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:09.721393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:10.237254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:10.756155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:11.275207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:11.795471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:12.316911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:12.835699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:13.354703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:13.875863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:14.396793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:14.914801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:15.434185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:15.952925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:52:16.472880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:33.846499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:34.367497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:34.888213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:35.410306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:35.932200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:36.455136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:36.972320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:37.493484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:38.011331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:38.536417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:39.057693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:39.577262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:40.096317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:40.618194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:41.140545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:41.660346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:42.182662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:42.701008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:43.220274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:43.739511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:44.262167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:44.782507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:45.306610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:45.837203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:46.360241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:46.882911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:47.402237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:47.922623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:48.442909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:48.965039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:49.486229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:50.005652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:50.526480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:51.047765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:51.569315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:52.091018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:52.611066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:53.133152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:53.652036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:54.171482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:54.691025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:55.209385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:55.732562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:56.250070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:56.771740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:57.291577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:57.815412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T15:58:58.333597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:33.047589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:33.567544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:34.091153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:34.614035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:35.134787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:35.657837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:36.178005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:36.697022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:37.218507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:37.744217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:38.261891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:38.781304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:39.303105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:39.820699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:40.339379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:40.858775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:41.386028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:41.907651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:42.428009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:42.947838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:43.472127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:43.991765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T16:03:44.511369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-11-14T18:14:30.063682,0.0,0.0,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T18:14:31.621766,0.0,0.0,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T18:14:32.872624,-0.6383704543113708,0.0,0.5356566309928894,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T18:14:34.135153,-0.3191852569580078,0.0,0.2678283452987671,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T18:14:35.386942,-0.3191852569580078,0.0,0.2678283452987671,143.3333396953694,49.9999954517353,179.9999991258741,0.6317379474639893,0.565606951713562,-0.530091404914856
2024-11-14T18:14:36.635992,-0.3191852569580078,0.0,0.2678283452987671,-173.33333342205748,49.999998159460304,-179.99999971655754,0.7379851341247559,-0.26817265152931213,-0.6192433834075928
2024-11-14T18:14:37.884832,-0.3191852569580078,0.0,0.2678283452987671,-131.11112753649087,49.99999435017377,179.99999978395536,0.5771655440330505,-0.6575213074684143,-0.4842996895313263
2024-11-14T18:14:39.136773,-0.3191852569580078,0.0,0.2678283452987671,-179.99999976158145,49.999996535808485,-180.0,0.7568442225456238,0.15451881289482117,-0.6350679993629456
2024-11-14T18:14:40.386451,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:41.636941,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:42.901862,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:44.148651,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:45.399629,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:46.649658,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:47.900492,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:49.164347,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:50.413730,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:51.663489,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:52.913958,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:54.165418,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:55.414443,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:56.662183,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:57.925163,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:14:59.192456,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:00.441293,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:01.691212,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:03.025495,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:04.274893,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:05.525235,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:06.774047,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:08.026481,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:09.289606,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:10.538866,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:11.789337,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:13.037633,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:14.289677,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:15.538389,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634,0.6845624446868896,0.44879913330078125,-0.5744163393974304
2024-11-14T18:15:16.789616,-0.3191852569580078,0.0,0.2678283452987671,151.1111200339917,49.99999417101778,-179.9999986513914,0.6054760813713074,0.6126004457473755,-0.5080550312995911
2024-11-14T18:15:18.037927,-0.3191852569580078,0.0,0.2678283452987671,101.11108549340396,49.99999851415825,-179.9999993692336,0.1330222487449646,0.9848080277442932,-0.11161921918392181
2024-11-14T18:15:19.289152,-0.3191852569580078,0.0,0.2678283452987671,123.33337438437043,49.99999842676185,179.9999985760101,0.5147883892059326,0.7405437231063843,-0.4319591522216797
2024-11-14T18:15:20.537790,-0.3191852569580078,0.0,0.2678283452987671,172.22224797270806,49.99999897643701,179.9999996067668,0.7659006118774414,-0.019391799345612526,-0.6426672339439392
2024-11-14T18:15:21.788223,-0.3191852569580078,0.0,0.2678283452987671,168.88891585823808,49.99999728751556,179.99999979423106,0.7198465466499329,0.3420197367668152,-0.604023277759552
2024-11-14T18:15:23.038946,-0.07447647303342819,0.0,0.06249319761991501,132.22226374895234,49.99999553787281,-179.99999973042634,0.5469024181365967,0.700217068195343,-0.458905965089798
2024-11-14T18:15:24.287054,0.17023225128650665,0.0,-0.1428418755531311,110.00002470055256,49.9999961218597,179.99999886921353,0.2759125232696533,0.9328836798667908,-0.23151835799217224
2024-11-14T18:15:25.537667,0.18087176978588104,0.0,-0.1517694890499115,152.22225656497545,49.999995758835844,-179.999998907259,0.7247917652130127,0.32373350858688354,-0.6081727147102356
2024-11-14T18:15:26.789572,0.27662739157676697,0.0,-0.23211801052093506,162.22225297184536,49.999994705551195,-179.99999943937763,0.7294644713401794,0.30532556772232056,-0.6120936274528503
2024-11-14T18:15:28.052524,0.27662739157676697,0.0,-0.23211801052093506,162.22225297184536,49.999994705551195,-179.99999943937763,0.7294644713401794,0.30532556772232056,-0.6120936274528503
2024-11-14T17:24:22.674947,0.0,0.0,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:24:24.219303,0.0,0.0,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:24:25.472259,0.0,0.0,0.0,173.33333342205748,49.999998159460304,179.99999971655754,0.7379851341247559,0.26817265152931213,-0.6192433834075928
2024-11-14T17:24:26.719140,0.0,0.0,0.0,126.66668366574513,49.999997653294564,179.99999991926788,0.4574503004550934,0.8021231889724731,-0.38384661078453064
2024-11-14T17:24:27.969020,0.0,0.0,0.0,167.77777866638056,49.99999515303071,-179.99999985895977,0.7647485136985779,0.05814485251903534,-0.6417006254196167
2024-11-14T17:24:29.218539,0.0,0.0,0.0,-142.22223550199828,49.99999669130038,-179.99999967113982,0.52569180727005,-0.7273736000061035,-0.44110792875289917
2024-11-14T17:24:30.470202,0.0,0.0,0.0,-128.88890265344187,14.444449420701218,-179.99999873069152,0.0622289776802063,-0.7660444378852844,-0.6397688984870911
2024-11-14T17:24:31.718905,0.0,0.0,0.0,-171.1111121055442,-22.222230385463423,-179.99999989700052,-0.2306157797574997,-4.161190059193132e-09,-0.9730452299118042
2024-11-14T17:24:32.972828,0.0,0.0,0.0,170.00000217576536,27.77777562053264,-179.999999883325,0.5880864262580872,0.1736481785774231,-0.7899376153945923
2024-11-14T17:24:34.220792,0.3371354937553406,0.0,-0.45890095829963684,170.00000402511662,77.77775990422828,-179.9999978285423,0.9831418395042419,0.1736481934785843,-0.05726204439997673
2024-11-14T17:24:35.471210,0.11845481395721436,0.0,-1.1875228881835938,-29.999995074858067,54.44443916698163,-1.100536669518582e-06,0.6955727338790894,0.6278121471405029,0.3493291735649109
2024-11-14T17:24:36.718486,-0.05446338653564453,0.0,-0.5329533219337463,-32.2222154928744,39.999953650832296,-1.5097535521671653e-07,0.47444072365760803,0.3960798382759094,0.786146879196167
2024-11-14T17:24:37.967655,-0.16133125126361847,0.0,0.13012976944446564,14.444443050045738,-8.889081253336942,-2.3425176755260088e-07,-0.16816258430480957,-0.24944116175174713,0.9536773562431335
2024-11-14T17:24:39.220134,0.36334043741226196,0.0,-0.4745122790336609,-26.66665938735683,31.111042636152966,1.6683120765012357e-06,0.44705358147621155,0.5814920663833618,0.6797133684158325
2024-11-14T17:24:40.467067,0.16731864213943481,0.0,-0.9445157051086426,-41.111098995292686,2.2220731851093185,-7.613426974454827e-07,-0.09821569919586182,0.5332043766975403,0.8402659296989441
2024-11-14T17:24:41.733681,-0.5174782872200012,0.0,-0.3999156653881073,8.888888241108168,-6.666847884302397,4.2714234411807367e-07,-0.13279791176319122,-0.19271229207515717,0.9722276926040649
2024-11-14T17:24:42.997587,0.10408195853233337,0.0,-0.3257567882537842,-26.666663130103675,-48.889211146488826,1.7790138170916545e-06,-0.6882566809654236,0.581492006778717,0.4337855577468872
2024-11-14T17:24:44.248410,0.7192407250404358,0.0,0.07142168283462524,103.33329813045543,-81.1106365879257,-179.99998811350716,-0.1731260120868683,0.9848077893257141,-0.013457834720611572
2024-11-14T17:24:45.511649,-0.005664601922035217,0.0,-0.30523693561553955,-65.55551068958238,-66.66703275341163,-8.482492454087194e-07,-0.5045701265335083,0.8354876637458801,0.21764624118804932
2024-11-14T17:24:46.761044,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:48.011510,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:49.260045,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:50.510745,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:51.773958,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:53.033744,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:54.274529,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:55.524614,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:56.774480,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:58.025041,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:24:59.275530,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:00.523818,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:01.776457,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:03.024512,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:04.279131,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:05.551460,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:25:06.829133,-0.5802959203720093,0.0,-0.37501391768455505,-24.4444171699219,-66.66703064912186,2.916265688707526e-06,-0.8359127044677734,0.4138103723526001,0.36057090759277344
2024-11-14T17:41:50.082071,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:51.313543,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:52.538606,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:53.763996,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:54.994616,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:56.215937,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
2024-11-14T17:41:57.444441,0.0,1.3614399433135986,0.0,180.0,49.999996535808485,180.0,0.766044557094574,0.0,-0.6427879333496094
