timestamp,posX,posY,posZ,pitch,yaw,roll
2024-11-14T15:51:54.889651,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:55.952097,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:56.472216,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:56.991001,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:57.512124,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:58.029584,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:58.551435,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:59.074326,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:51:59.597372,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:00.119041,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:00.636416,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:01.159237,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:01.679628,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:02.217066,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:02.737318,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:03.258236,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:03.779990,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:04.301332,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:04.818456,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:05.337681,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:05.861652,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:06.383727,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:06.903055,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:07.432053,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:07.953242,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:08.471262,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:08.992027,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:09.512023,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:10.031246,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:10.546723,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:11.066438,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:11.584786,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:12.106627,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:12.626464,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:13.146418,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:13.666609,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:14.187082,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:14.705999,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:15.225331,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:15.743224,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:16.263888,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:52:16.784813,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:32.991014,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:34.158313,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:34.676721,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:35.200569,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:35.721371,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:36.246945,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:36.763903,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:37.284347,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:37.802113,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:38.325230,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:38.847725,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:39.366700,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:39.886144,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:40.405735,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:40.929878,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:41.452391,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:41.972656,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:42.491950,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:43.012447,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:43.532122,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:44.051202,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:44.570708,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:45.091732,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:45.625676,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:46.151654,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:46.672217,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:47.193165,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:47.711077,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:48.232109,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:48.754620,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:49.276089,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:49.795761,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:50.315376,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:50.838475,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:51.357046,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:51.880632,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:52.401748,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:52.923591,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:53.444618,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:53.962174,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:54.483020,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:55.000038,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:55.521708,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:56.041292,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:56.561090,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:57.084122,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:57.605842,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T15:58:58.124843,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:32.240425,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:33.357512,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:33.879706,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:34.402448,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:34.924285,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:35.446688,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:35.968883,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:36.488556,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:37.007221,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:37.531674,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:38.053032,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:38.573188,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:39.092156,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:39.610991,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:40.130589,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:40.649772,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:41.175723,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:41.698625,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:42.216888,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:42.738145,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:43.261977,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:43.782751,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:44.301862,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T16:03:44.828022,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-14T17:14:27.130489,0.0,0.0,0.0,180.0,49.999996535808485,180.0
2024-11-14T17:14:31.403147,0.0,0.0,0.0,180.0,49.999996535808485,180.0
2024-11-14T17:14:32.659576,-0.6383704543113708,0.0,0.5356566309928894,180.0,49.999996535808485,180.0
2024-11-14T17:14:33.921827,-0.3191852569580078,0.0,0.2678283452987671,180.0,49.999996535808485,180.0
2024-11-14T17:14:35.172281,-0.3191852569580078,0.0,0.2678283452987671,143.3333396953694,49.9999954517353,179.9999991258741
2024-11-14T17:14:36.422122,-0.3191852569580078,0.0,0.2678283452987671,-173.33333342205748,49.999998159460304,-179.99999971655754
2024-11-14T17:14:37.671442,-0.3191852569580078,0.0,0.2678283452987671,-131.11112753649087,49.99999435017377,179.99999978395536
2024-11-14T17:14:38.921963,-0.3191852569580078,0.0,0.2678283452987671,-179.99999976158145,49.999996535808485,-180.0
2024-11-14T17:14:40.173826,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:41.421948,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:42.687864,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:43.936128,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:45.186509,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:46.436561,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:47.685987,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:48.949735,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:50.202203,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:51.451743,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:52.701143,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:53.950256,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:55.199426,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:56.449288,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
2024-11-14T17:14:57.714903,-0.3191852569580078,0.0,0.2678283452987671,153.33334217994056,49.999995425307866,-179.9999992714634
